team_id,name,source,confidence
2541,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2542,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2543,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2544,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2545,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2546,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2547,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2548,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2551,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2553,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2610,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2614,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2615,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2616,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2618,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2622,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2625,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2643,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2650,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2651,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2652,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2653,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2654,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2655,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2657,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2676,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2689,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2690,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2691,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2692,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2693,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2694,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2695,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2696,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2697,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2698,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2699,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2703,European Classics,patch,HIGH
2704,American Classics,patch,HIGH
2707,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2708,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2717,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2719,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2722,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2729,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
2730,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4000,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4001,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4002,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4003,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4004,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4005,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4031,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4032,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4033,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4034,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4035,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4036,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4037,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4038,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4040,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4041,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4042,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4043,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4044,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4045,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4046,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4071,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4077,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4086,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4092,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4094,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4095,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4108,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4110,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4111,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4123,Metz,patch,HIGH
4143,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4145,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4146,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4147,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4168,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4175,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4180,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4183,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4192,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4193,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4194,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4200,Amiens,patch,HIGH
4206,Dunkerque,patch,HIGH
4211,Paris FC,patch,HIGH
4213,Strasbourg,patch,HIGH
4220,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4225,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4229,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4230,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4232,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4234,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4237,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4240,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4241,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4244,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4255,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4260,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4269,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4272,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4302,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4308,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4309,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4323,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4363,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4370,Grenoble,patch,HIGH
4372,Rodez,patch,HIGH
4395,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4914,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4915,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4923,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4928,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4937,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4938,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4941,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4943,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4962,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4964,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4965,Lugano,patch,HIGH
4971,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4973,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
4995,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5028,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5046,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5047,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5048,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5096,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5099,Pau,patch,HIGH
5127,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5129,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5137,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5139,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5140,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5141,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5142,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5143,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5145,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5168,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5170,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5171,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5173,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5174,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5175,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5183,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5184,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5185,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5189,Slavia Praha,patch,HIGH
5190,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5191,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5192,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5193,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5194,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5195,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5196,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5197,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5200,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5201,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5202,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5203,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5204,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5206,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5207,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5208,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5210,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5216,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5217,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5223,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5224,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5225,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5226,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5235,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5296,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5298,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5301,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5302,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5306,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5312,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5319,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5346,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5353,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5354,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5355,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5356,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5360,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5370,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5389,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5394,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5395,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5397,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5399,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5400,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5401,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5402,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5403,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5404,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5405,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5416,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5420,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5433,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5439,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5440,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5452,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5454,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5652,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
5660,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65686,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65688,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65694,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65813,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65815,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65818,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65831,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
65846,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
66871,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
66877,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
66885,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
66895,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
67025,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
67112,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
67114,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
68103,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
68113,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
68116,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69630,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69703,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69706,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69709,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69710,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
69712,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
70484,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
70487,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
70489,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
70709,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
70931,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
71200,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
71205,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
71212,"(补丁新增/EDIT自定义,缺补丁表)",-,LOW
