slot,seq,year,month,day,round,flags_hex,home_idx,home_name,away_idx,away_name,n_home_lineup,n_away_lineup
2612,2612,2021,10,28,21,0x60070014,67,摩纳哥,72,里昂,11,11
2613,2613,2021,10,28,21,0x60070014,64,里尔,61,波尔多,11,11
2614,2614,2021,10,31,20,0x60080014,66,梅斯,69,南特,11,11
2615,2615,2021,10,31,19,0x60080014,65,洛里昂,71,尼姆,11,11
2616,2616,2021,10,31,21,0x60080014,78,兰斯,79,斯特拉斯堡,11,11
2617,2617,2021,10,31,21,0x60080014,68,蒙彼利埃,62,布雷斯特,11,11
2618,2618,2021,10,31,15,0x60080014,60,昂热,77,圣埃蒂安,11,11
2619,2619,2021,10,31,16,0x60080014,293,尼奥尔岩羚羊,76,雷恩,11,11
2620,2620,2021,10,31,20,0x60080014,74,巴黎圣日耳曼,70,尼斯,11,11
2621,2621,2021,10,31,16,0x60080014,73,马赛,67,摩纳哥,11,11
2622,2622,2021,10,31,19,0x60080014,72,里昂,64,里尔,11,11
2623,2623,2021,10,31,16,0x60080014,281,阿雅克肖,61,波尔多,11,11
2624,2624,2021,11,7,20,0x60090014,76,雷恩,66,梅斯,11,11
2625,2625,2021,11,7,19,0x60090014,69,南特,65,洛里昂,11,11
2626,2626,2021,11,7,14,0x60090014,71,尼姆,78,兰斯,11,11
2627,2627,2021,11,7,20,0x60090014,79,斯特拉斯堡,68,蒙彼利埃,11,11
2628,2628,2021,11,7,15,0x60090014,62,布雷斯特,60,昂热,11,11
2629,2629,2021,11,7,20,0x60090014,77,圣埃蒂安,281,阿雅克肖,11,11
2630,2630,2021,11,7,19,0x60090014,70,尼斯,293,尼奥尔岩羚羊,11,11
2631,2631,2021,11,7,16,0x60090014,67,摩纳哥,74,巴黎圣日耳曼,11,11
2632,2632,2021,11,7,21,0x60090014,64,里尔,73,马赛,11,11
2633,2633,2021,11,7,21,0x60090014,61,波尔多,72,里昂,11,11
2634,2634,2021,11,18,19,0x600A0014,66,梅斯,70,尼斯,11,11
2635,2635,2021,11,18,20,0x600A0014,65,洛里昂,76,雷恩,11,11
2636,2636,2021,11,18,20,0x600A0014,78,兰斯,69,南特,11,11
2637,2637,2021,11,18,21,0x600A0014,68,蒙彼利埃,71,尼姆,11,11
2638,2638,2021,11,18,20,0x600A0014,60,昂热,79,斯特拉斯堡,11,11
2639,2639,2021,11,18,21,0x600A0014,77,圣埃蒂安,62,布雷斯特,11,11
2640,2640,2021,11,18,21,0x600A0014,293,尼奥尔岩羚羊,67,摩纳哥,11,11
2641,2641,2021,11,18,15,0x600A0014,74,巴黎圣日耳曼,64,里尔,11,11
2642,2642,2021,11,18,14,0x600A0014,73,马赛,61,波尔多,11,11
2643,2643,2021,11,18,20,0x600A0014,281,阿雅克肖,72,里昂,11,11
2644,2644,2021,11,21,19,0x600B0014,67,摩纳哥,66,梅斯,11,11
2645,2645,2021,11,21,19,0x600B0014,70,尼斯,65,洛里昂,11,11
2646,2646,2021,11,21,16,0x600B0014,76,雷恩,78,兰斯,11,11
2647,2647,2021,11,21,19,0x600B0014,69,南特,68,蒙彼利埃,11,11
2648,2648,2021,11,21,20,0x600B0014,71,尼姆,60,昂热,11,11
2649,2649,2021,11,21,20,0x600B0014,79,斯特拉斯堡,77,圣埃蒂安,11,11
2650,2650,2021,11,21,20,0x600B0014,62,布雷斯特,281,阿雅克肖,11,11
2651,2651,2021,11,21,20,0x600B0014,64,里尔,293,尼奥尔岩羚羊,11,11
2652,2652,2021,11,21,20,0x600B0014,61,波尔多,74,巴黎圣日耳曼,11,11
2653,2653,2021,11,21,19,0x600B0014,72,里昂,73,马赛,11,11
2654,2654,2021,11,28,16,0x600C0014,66,梅斯,64,里尔,11,11
2655,2655,2021,11,28,21,0x600C0014,65,洛里昂,67,摩纳哥,11,11
2656,2656,2021,11,28,20,0x600C0014,78,兰斯,70,尼斯,11,11
2657,2657,2021,11,28,20,0x600C0014,68,蒙彼利埃,76,雷恩,11,11
2658,2658,2021,11,28,21,0x600C0014,60,昂热,69,南特,11,11
2659,2659,2021,11,28,19,0x600C0014,77,圣埃蒂安,71,尼姆,11,11
2660,2660,2021,11,28,14,0x600C0014,62,布雷斯特,79,斯特拉斯堡,11,11
2661,2661,2021,11,28,14,0x600C0014,293,尼奥尔岩羚羊,61,波尔多,11,11
2662,2662,2021,11,28,19,0x600C0014,74,巴黎圣日耳曼,72,里昂,11,11
2663,2663,2021,11,28,21,0x600C0014,281,阿雅克肖,73,马赛,11,11
2664,2664,2021,12,2,20,0x600D0014,61,波尔多,66,梅斯,11,11
2665,2665,2021,12,2,19,0x600D0014,64,里尔,65,洛里昂,11,11
2666,2666,2021,12,2,21,0x600D0014,67,摩纳哥,78,兰斯,11,11
2667,2667,2021,12,2,19,0x600D0014,70,尼斯,68,蒙彼利埃,11,11
2668,2668,2021,12,2,14,0x600D0014,76,雷恩,60,昂热,11,11
2669,2669,2021,12,2,20,0x600D0014,69,南特,77,圣埃蒂安,11,11
2670,2670,2021,12,2,21,0x600D0014,71,尼姆,62,布雷斯特,11,11
2671,2671,2021,12,2,15,0x600D0014,79,斯特拉斯堡,281,阿雅克肖,11,11
2672,2672,2021,12,2,19,0x600D0014,72,里昂,293,尼奥尔岩羚羊,11,11
2673,2673,2021,12,2,15,0x600D0014,73,马赛,74,巴黎圣日耳曼,11,11
2674,2674,2021,12,5,19,0x600E0014,66,梅斯,72,里昂,11,11
2675,2675,2021,12,5,19,0x600E0014,65,洛里昂,61,波尔多,11,11
2676,2676,2021,12,5,20,0x600E0014,78,兰斯,64,里尔,11,11
2677,2677,2021,12,5,20,0x600E0014,68,蒙彼利埃,67,摩纳哥,11,11
2678,2678,2021,12,5,19,0x600E0014,60,昂热,70,尼斯,11,11
2679,2679,2021,12,5,20,0x600E0014,77,圣埃蒂安,76,雷恩,11,11
2680,2680,2021,12,5,20,0x600E0014,62,布雷斯特,69,南特,11,11
2681,2681,2021,12,5,20,0x600E0014,79,斯特拉斯堡,71,尼姆,11,11
2682,2682,2021,12,5,15,0x600E0014,293,尼奥尔岩羚羊,73,马赛,11,11
2683,2683,2021,12,5,21,0x600E0014,281,阿雅克肖,74,巴黎圣日耳曼,11,11
2684,2684,2021,12,12,20,0x200F0014,73,马赛,66,梅斯,0,0
2685,2685,2021,12,12,14,0x200F0014,72,里昂,65,洛里昂,0,0
2686,2686,2021,12,12,21,0x200F0014,61,波尔多,78,兰斯,0,0
2687,2687,2021,12,12,19,0x200F0014,64,里尔,68,蒙彼利埃,0,0
2688,2688,2021,12,12,19,0x200F0014,67,摩纳哥,60,昂热,0,0
2689,2689,2021,12,12,21,0x200F0014,70,尼斯,77,圣埃蒂安,0,0
2690,2690,2021,12,12,20,0x200F0014,76,雷恩,62,布雷斯特,0,0
2691,2691,2021,12,12,15,0x200F0014,69,南特,79,斯特拉斯堡,0,0
2692,2692,2021,12,12,19,0x200F0014,71,尼姆,281,阿雅克肖,0,0
2693,2693,2021,12,12,20,0x200F0014,74,巴黎圣日耳曼,293,尼奥尔岩羚羊,0,0
2694,2694,2021,12,23,20,0x20100014,66,梅斯,74,巴黎圣日耳曼,0,0
2695,2695,2021,12,23,20,0x20100014,65,洛里昂,73,马赛,0,0
2696,2696,2021,12,23,19,0x20100014,78,兰斯,72,里昂,0,0
2697,2697,2021,12,23,19,0x20100014,68,蒙彼利埃,61,波尔多,0,0
2698,2698,2021,12,23,21,0x20100014,60,昂热,64,里尔,0,0
2699,2699,2021,12,23,19,0x20100014,77,圣埃蒂安,67,摩纳哥,0,0
2700,2700,2021,12,23,20,0x20100014,62,布雷斯特,70,尼斯,0,0
2701,2701,2021,12,23,19,0x20100014,79,斯特拉斯堡,76,雷恩,0,0
2702,2702,2021,12,23,15,0x20100014,71,尼姆,69,南特,0,0
2703,2703,2021,12,23,21,0x20100014,281,阿雅克肖,293,尼奥尔岩羚羊,0,0
2704,2704,2021,12,26,21,0x20110014,293,尼奥尔岩羚羊,66,梅斯,0,0
2705,2705,2021,12,26,19,0x20110014,74,巴黎圣日耳曼,65,洛里昂,0,0
2706,2706,2021,12,26,20,0x20110014,73,马赛,78,兰斯,0,0
2707,2707,2021,12,26,19,0x20110014,72,里昂,68,蒙彼利埃,0,0
2708,2708,2021,12,26,21,0x20110014,61,波尔多,60,昂热,0,0
2709,2709,2021,12,26,20,0x20110014,64,里尔,77,圣埃蒂安,0,0
2710,2710,2021,12,26,19,0x20110014,67,摩纳哥,62,布雷斯特,0,0
2711,2711,2021,12,26,21,0x20110014,70,尼斯,79,斯特拉斯堡,0,0
2712,2712,2021,12,26,15,0x20110014,76,雷恩,71,尼姆,0,0
2713,2713,2021,12,26,19,0x20110014,69,南特,281,阿雅克肖,0,0
2714,2714,2021,12,30,20,0x20120014,281,阿雅克肖,66,梅斯,0,0
2715,2715,2021,12,30,15,0x20120014,65,洛里昂,293,尼奥尔岩羚羊,0,0
2716,2716,2021,12,30,19,0x20120014,78,兰斯,74,巴黎圣日耳曼,0,0
2717,2717,2021,12,30,15,0x20120014,68,蒙彼利埃,73,马赛,0,0
2718,2718,2021,12,30,19,0x20120014,60,昂热,72,里昂,0,0
2719,2719,2021,12,30,21,0x20120014,77,圣埃蒂安,61,波尔多,0,0
2720,2720,2021,12,30,19,0x20120014,62,布雷斯特,64,里尔,0,0
2721,2721,2021,12,30,19,0x20120014,79,斯特拉斯堡,67,摩纳哥,0,0
2722,2722,2021,12,30,14,0x20120014,71,尼姆,70,尼斯,0,0
2723,2723,2021,12,30,21,0x20120014,69,南特,76,雷恩,0,0
2724,2724,2022,1,3,20,0x20130014,65,洛里昂,66,梅斯,0,0
2725,2725,2022,1,3,19,0x20130014,78,兰斯,293,尼奥尔岩羚羊,0,0
2726,2726,2022,1,3,21,0x20130014,68,蒙彼利埃,74,巴黎圣日耳曼,0,0
2727,2727,2022,1,3,16,0x20130014,60,昂热,73,马赛,0,0
2728,2728,2022,1,3,16,0x20130014,77,圣埃蒂安,72,里昂,0,0
2729,2729,2022,1,3,19,0x20130014,62,布雷斯特,61,波尔多,0,0
2730,2730,2022,1,3,15,0x20130014,79,斯特拉斯堡,64,里尔,0,0
2731,2731,2022,1,3,19,0x20130014,71,尼姆,67,摩纳哥,0,0
2732,2732,2022,1,3,16,0x20130014,69,南特,70,尼斯,0,0
2733,2733,2022,1,3,21,0x20130014,76,雷恩,281,阿雅克肖,0,0
2734,2734,2022,1,14,20,0x20140014,66,梅斯,78,兰斯,0,0
2735,2735,2022,1,14,20,0x20140014,281,阿雅克肖,65,洛里昂,0,0
2736,2736,2022,1,14,21,0x20140014,293,尼奥尔岩羚羊,68,蒙彼利埃,0,0
2737,2737,2022,1,14,21,0x20140014,74,巴黎圣日耳曼,60,昂热,0,0
2738,2738,2022,1,14,21,0x20140014,73,马赛,77,圣埃蒂安,0,0
2739,2739,2022,1,14,21,0x20140014,72,里昂,62,布雷斯特,0,0
2740,2740,2022,1,14,20,0x20140014,61,波尔多,79,斯特拉斯堡,0,0
2741,2741,2022,1,14,19,0x20140014,64,里尔,71,尼姆,0,0
2742,2742,2022,1,14,19,0x20140014,67,摩纳哥,69,南特,0,0
2743,2743,2022,1,14,21,0x20140014,70,尼斯,76,雷恩,0,0
2744,2744,2022,1,17,21,0x20150014,68,蒙彼利埃,66,梅斯,0,0
2745,2745,2022,1,17,19,0x20150014,78,兰斯,65,洛里昂,0,0
2746,2746,2022,1,17,21,0x20150014,60,昂热,293,尼奥尔岩羚羊,0,0
2747,2747,2022,1,17,14,0x20150014,77,圣埃蒂安,74,巴黎圣日耳曼,0,0
2748,2748,2022,1,17,15,0x20150014,62,布雷斯特,73,马赛,0,0
2749,2749,2022,1,17,19,0x20150014,79,斯特拉斯堡,72,里昂,0,0
2750,2750,2022,1,17,14,0x20150014,71,尼姆,61,波尔多,0,0
2751,2751,2022,1,17,19,0x20150014,69,南特,64,里尔,0,0
2752,2752,2022,1,17,15,0x20150014,76,雷恩,67,摩纳哥,0,0
2753,2753,2022,1,17,16,0x20150014,70,尼斯,281,阿雅克肖,0,0
2754,2754,2022,1,21,19,0x20160014,66,梅斯,60,昂热,0,0
2755,2755,2022,1,21,16,0x20160014,65,洛里昂,68,蒙彼利埃,0,0
2756,2756,2022,1,21,14,0x20160014,281,阿雅克肖,78,兰斯,0,0
2757,2757,2022,1,21,20,0x20160014,293,尼奥尔岩羚羊,77,圣埃蒂安,0,0
2758,2758,2022,1,21,15,0x20160014,74,巴黎圣日耳曼,62,布雷斯特,0,0
2759,2759,2022,1,21,16,0x20160014,73,马赛,79,斯特拉斯堡,0,0
2760,2760,2022,1,21,21,0x20160014,72,里昂,71,尼姆,0,0
2761,2761,2022,1,21,15,0x20160014,61,波尔多,69,南特,0,0
2762,2762,2022,1,21,19,0x20160014,64,里尔,76,雷恩,0,0
2763,2763,2022,1,21,19,0x20160014,67,摩纳哥,70,尼斯,0,0
2764,2764,2022,1,24,19,0x20170014,77,圣埃蒂安,66,梅斯,0,0
2765,2765,2022,1,24,21,0x20170014,60,昂热,65,洛里昂,0,0
2766,2766,2022,1,24,16,0x20170014,68,蒙彼利埃,78,兰斯,0,0
2767,2767,2022,1,24,14,0x20170014,62,布雷斯特,293,尼奥尔岩羚羊,0,0
2768,2768,2022,1,24,21,0x20170014,79,斯特拉斯堡,74,巴黎圣日耳曼,0,0
2769,2769,2022,1,24,19,0x20170014,71,尼姆,73,马赛,0,0
2770,2770,2022,1,24,21,0x20170014,69,南特,72,里昂,0,0
2771,2771,2022,1,24,19,0x20170014,76,雷恩,61,波尔多,0,0
2772,2772,2022,1,24,16,0x20170014,70,尼斯,64,里尔,0,0
2773,2773,2022,1,24,20,0x20170014,67,摩纳哥,281,阿雅克肖,0,0
2774,2774,2022,2,1,14,0x20180014,66,梅斯,62,布雷斯特,0,0
2775,2775,2022,2,1,14,0x20180014,65,洛里昂,77,圣埃蒂安,0,0
2776,2776,2022,2,1,19,0x20180014,78,兰斯,60,昂热,0,0
2777,2777,2022,2,1,14,0x20180014,281,阿雅克肖,68,蒙彼利埃,0,0
2778,2778,2022,2,1,21,0x20180014,293,尼奥尔岩羚羊,79,斯特拉斯堡,0,0
2779,2779,2022,2,1,19,0x20180014,74,巴黎圣日耳曼,71,尼姆,0,0
2780,2780,2022,2,1,14,0x20180014,73,马赛,69,南特,0,0
2781,2781,2022,2,1,15,0x20180014,72,里昂,76,雷恩,0,0
2782,2782,2022,2,1,19,0x20180014,61,波尔多,70,尼斯,0,0
2783,2783,2022,2,1,15,0x20180014,64,里尔,67,摩纳哥,0,0
2784,2784,2022,2,4,16,0x20190014,79,斯特拉斯堡,66,梅斯,0,0
2785,2785,2022,2,4,14,0x20190014,62,布雷斯特,65,洛里昂,0,0
2786,2786,2022,2,4,20,0x20190014,77,圣埃蒂安,78,兰斯,0,0
2787,2787,2022,2,4,19,0x20190014,60,昂热,68,蒙彼利埃,0,0
2788,2788,2022,2,4,14,0x20190014,71,尼姆,293,尼奥尔岩羚羊,0,0
2789,2789,2022,2,4,19,0x20190014,69,南特,74,巴黎圣日耳曼,0,0
2790,2790,2022,2,4,15,0x20190014,76,雷恩,73,马赛,0,0
2791,2791,2022,2,4,21,0x20190014,70,尼斯,72,里昂,0,0
2792,2792,2022,2,4,19,0x20190014,67,摩纳哥,61,波尔多,0,0
2793,2793,2022,2,4,14,0x20190014,64,里尔,281,阿雅克肖,0,0
2794,2794,2022,2,7,21,0x201A0014,66,梅斯,71,尼姆,0,0
2795,2795,2022,2,7,19,0x201A0014,65,洛里昂,79,斯特拉斯堡,0,0
2796,2796,2022,2,7,19,0x201A0014,78,兰斯,62,布雷斯特,0,0
2797,2797,2022,2,7,20,0x201A0014,68,蒙彼利埃,77,圣埃蒂安,0,0
2798,2798,2022,2,7,19,0x201A0014,281,阿雅克肖,60,昂热,0,0
2799,2799,2022,2,7,21,0x201A0014,293,尼奥尔岩羚羊,69,南特,0,0
2800,2800,2022,2,7,20,0x201A0014,74,巴黎圣日耳曼,76,雷恩,0,0
2801,2801,2022,2,7,15,0x201A0014,73,马赛,70,尼斯,0,0
2802,2802,2022,2,7,21,0x201A0014,72,里昂,67,摩纳哥,0,0
2803,2803,2022,2,7,19,0x201A0014,61,波尔多,64,里尔,0,0
2804,2804,2022,2,21,20,0x201B0014,69,南特,66,梅斯,0,0
2805,2805,2022,2,21,16,0x201B0014,71,尼姆,65,洛里昂,0,0
2806,2806,2022,2,21,20,0x201B0014,79,斯特拉斯堡,78,兰斯,0,0
2807,2807,2022,2,21,21,0x201B0014,62,布雷斯特,68,蒙彼利埃,0,0
2808,2808,2022,2,21,14,0x201B0014,77,圣埃蒂安,60,昂热,0,0
2809,2809,2022,2,21,20,0x201B0014,76,雷恩,293,尼奥尔岩羚羊,0,0
2810,2810,2022,2,21,20,0x201B0014,70,尼斯,74,巴黎圣日耳曼,0,0
2811,2811,2022,2,21,15,0x201B0014,67,摩纳哥,73,马赛,0,0
2812,2812,2022,2,21,16,0x201B0014,64,里尔,72,里昂,0,0
2813,2813,2022,2,21,21,0x201B0014,61,波尔多,281,阿雅克肖,0,0
2814,2814,2022,2,28,20,0x201C0014,66,梅斯,76,雷恩,0,0
2815,2815,2022,2,28,20,0x201C0014,65,洛里昂,69,南特,0,0
2816,2816,2022,2,28,14,0x201C0014,78,兰斯,71,尼姆,0,0
2817,2817,2022,2,28,20,0x201C0014,68,蒙彼利埃,79,斯特拉斯堡,0,0
2818,2818,2022,2,28,19,0x201C0014,60,昂热,62,布雷斯特,0,0
2819,2819,2022,2,28,20,0x201C0014,281,阿雅克肖,77,圣埃蒂安,0,0
2820,2820,2022,2,28,15,0x201C0014,293,尼奥尔岩羚羊,70,尼斯,0,0
2821,2821,2022,2,28,20,0x201C0014,74,巴黎圣日耳曼,67,摩纳哥,0,0
2822,2822,2022,2,28,19,0x201C0014,73,马赛,64,里尔,0,0
2823,2823,2022,2,28,15,0x201C0014,72,里昂,61,波尔多,0,0
2824,2824,2022,3,7,19,0x201D0014,70,尼斯,66,梅斯,0,0
2825,2825,2022,3,7,19,0x201D0014,76,雷恩,65,洛里昂,0,0
2826,2826,2022,3,7,15,0x201D0014,69,南特,78,兰斯,0,0
2827,2827,2022,3,7,20,0x201D0014,71,尼姆,68,蒙彼利埃,0,0
2828,2828,2022,3,7,21,0x201D0014,79,斯特拉斯堡,60,昂热,0,0
2829,2829,2022,3,7,19,0x201D0014,62,布雷斯特,77,圣埃蒂安,0,0
2830,2830,2022,3,7,16,0x201D0014,67,摩纳哥,293,尼奥尔岩羚羊,0,0
2831,2831,2022,3,7,15,0x201D0014,64,里尔,74,巴黎圣日耳曼,0,0
2832,2832,2022,3,7,21,0x201D0014,61,波尔多,73,马赛,0,0
2833,2833,2022,3,7,21,0x201D0014,72,里昂,281,阿雅克肖,0,0
2834,2834,2022,3,14,15,0x201E0014,66,梅斯,67,摩纳哥,0,0
2835,2835,2022,3,14,21,0x201E0014,65,洛里昂,70,尼斯,0,0
2836,2836,2022,3,14,20,0x201E0014,78,兰斯,76,雷恩,0,0
2837,2837,2022,3,14,14,0x201E0014,68,蒙彼利埃,69,南特,0,0
2838,2838,2022,3,14,21,0x201E0014,60,昂热,71,尼姆,0,0
2839,2839,2022,3,14,20,0x201E0014,77,圣埃蒂安,79,斯特拉斯堡,0,0
2840,2840,2022,3,14,19,0x201E0014,281,阿雅克肖,62,布雷斯特,0,0
2841,2841,2022,3,14,20,0x201E0014,293,尼奥尔岩羚羊,64,里尔,0,0
2842,2842,2022,3,14,20,0x201E0014,74,巴黎圣日耳曼,61,波尔多,0,0
2843,2843,2022,3,14,21,0x201E0014,73,马赛,72,里昂,0,0
2844,2844,2022,3,21,19,0x201F0014,64,里尔,66,梅斯,0,0
2845,2845,2022,3,21,19,0x201F0014,67,摩纳哥,65,洛里昂,0,0
2846,2846,2022,3,21,16,0x201F0014,70,尼斯,78,兰斯,0,0
2847,2847,2022,3,21,19,0x201F0014,76,雷恩,68,蒙彼利埃,0,0
2848,2848,2022,3,21,19,0x201F0014,69,南特,60,昂热,0,0
2849,2849,2022,3,21,19,0x201F0014,71,尼姆,77,圣埃蒂安,0,0
2850,2850,2022,3,21,21,0x201F0014,79,斯特拉斯堡,62,布雷斯特,0,0
2851,2851,2022,3,21,19,0x201F0014,61,波尔多,293,尼奥尔岩羚羊,0,0
2852,2852,2022,3,21,20,0x201F0014,72,里昂,74,巴黎圣日耳曼,0,0
2853,2853,2022,3,21,19,0x201F0014,73,马赛,281,阿雅克肖,0,0
2854,2854,2022,4,11,20,0x20200014,66,梅斯,61,波尔多,0,0
2855,2855,2022,4,11,15,0x20200014,65,洛里昂,64,里尔,0,0
2856,2856,2022,4,11,16,0x20200014,78,兰斯,67,摩纳哥,0,0
2857,2857,2022,4,11,14,0x20200014,68,蒙彼利埃,70,尼斯,0,0
2858,2858,2022,4,11,20,0x20200014,60,昂热,76,雷恩,0,0
2859,2859,2022,4,11,19,0x20200014,77,圣埃蒂安,69,南特,0,0
2860,2860,2022,4,11,20,0x20200014,62,布雷斯特,71,尼姆,0,0
2861,2861,2022,4,11,19,0x20200014,281,阿雅克肖,79,斯特拉斯堡,0,0
2862,2862,2022,4,11,21,0x20200014,293,尼奥尔岩羚羊,72,里昂,0,0
2863,2863,2022,4,11,19,0x20200014,74,巴黎圣日耳曼,73,马赛,0,0
2864,2864,2022,4,18,21,0x20210014,72,里昂,66,梅斯,0,0
2865,2865,2022,4,18,19,0x20210014,61,波尔多,65,洛里昂,0,0
2866,2866,2022,4,18,20,0x20210014,64,里尔,78,兰斯,0,0
2867,2867,2022,4,18,21,0x20210014,67,摩纳哥,68,蒙彼利埃,0,0
2868,2868,2022,4,18,14,0x20210014,70,尼斯,60,昂热,0,0
2869,2869,2022,4,18,21,0x20210014,76,雷恩,77,圣埃蒂安,0,0
2870,2870,2022,4,18,15,0x20210014,69,南特,62,布雷斯特,0,0
2871,2871,2022,4,18,20,0x20210014,71,尼姆,79,斯特拉斯堡,0,0
2872,2872,2022,4,18,16,0x20210014,73,马赛,293,尼奥尔岩羚羊,0,0
2873,2873,2022,4,18,19,0x20210014,74,巴黎圣日耳曼,281,阿雅克肖,0,0
2874,2874,2022,4,25,20,0x20220014,66,梅斯,73,马赛,0,0
2875,2875,2022,4,25,20,0x20220014,65,洛里昂,72,里昂,0,0
2876,2876,2022,4,25,20,0x20220014,78,兰斯,61,波尔多,0,0
2877,2877,2022,4,25,19,0x20220014,68,蒙彼利埃,64,里尔,0,0
2878,2878,2022,4,25,20,0x20220014,60,昂热,67,摩纳哥,0,0
2879,2879,2022,4,25,20,0x20220014,77,圣埃蒂安,70,尼斯,0,0
2880,2880,2022,4,25,19,0x20220014,62,布雷斯特,76,雷恩,0,0
2881,2881,2022,4,25,19,0x20220014,79,斯特拉斯堡,69,南特,0,0
2882,2882,2022,4,25,16,0x20220014,281,阿雅克肖,71,尼姆,0,0
2883,2883,2022,4,25,21,0x20220014,293,尼奥尔岩羚羊,74,巴黎圣日耳曼,0,0
2884,2884,2022,5,2,19,0x20230014,74,巴黎圣日耳曼,66,梅斯,0,0
2885,2885,2022,5,2,21,0x20230014,73,马赛,65,洛里昂,0,0
2886,2886,2022,5,2,19,0x20230014,72,里昂,78,兰斯,0,0
2887,2887,2022,5,2,20,0x20230014,61,波尔多,68,蒙彼利埃,0,0
2888,2888,2022,5,2,16,0x20230014,64,里尔,60,昂热,0,0
2889,2889,2022,5,2,21,0x20230014,67,摩纳哥,77,圣埃蒂安,0,0
2890,2890,2022,5,2,20,0x20230014,70,尼斯,62,布雷斯特,0,0
2891,2891,2022,5,2,20,0x20230014,76,雷恩,79,斯特拉斯堡,0,0
2892,2892,2022,5,2,19,0x20230014,69,南特,71,尼姆,0,0
2893,2893,2022,5,2,19,0x20230014,293,尼奥尔岩羚羊,281,阿雅克肖,0,0
2894,2894,2022,5,9,21,0x20240014,66,梅斯,293,尼奥尔岩羚羊,0,0
2895,2895,2022,5,9,21,0x20240014,65,洛里昂,74,巴黎圣日耳曼,0,0
2896,2896,2022,5,9,20,0x20240014,78,兰斯,73,马赛,0,0
2897,2897,2022,5,9,21,0x20240014,68,蒙彼利埃,72,里昂,0,0
2898,2898,2022,5,9,20,0x20240014,60,昂热,61,波尔多,0,0
2899,2899,2022,5,9,20,0x20240014,77,圣埃蒂安,64,里尔,0,0
2900,2900,2022,5,9,14,0x20240014,62,布雷斯特,67,摩纳哥,0,0
2901,2901,2022,5,9,16,0x20240014,79,斯特拉斯堡,70,尼斯,0,0
2902,2902,2022,5,9,19,0x20240014,71,尼姆,76,雷恩,0,0
2903,2903,2022,5,9,14,0x20240014,281,阿雅克肖,69,南特,0,0
2904,2904,2022,5,23,19,0x20250014,66,梅斯,281,阿雅克肖,0,0
2905,2905,2022,5,23,20,0x20250014,293,尼奥尔岩羚羊,65,洛里昂,0,0
2906,2906,2022,5,23,19,0x20250014,74,巴黎圣日耳曼,78,兰斯,0,0
2907,2907,2022,5,23,21,0x20250014,73,马赛,68,蒙彼利埃,0,0
2908,2908,2022,5,23,20,0x20250014,72,里昂,60,昂热,0,0
2909,2909,2022,5,23,19,0x20250014,61,波尔多,77,圣埃蒂安,0,0
2910,2910,2022,5,23,15,0x20250014,64,里尔,62,布雷斯特,0,0
2911,2911,2022,5,23,20,0x20250014,67,摩纳哥,79,斯特拉斯堡,0,0
2912,2912,2022,5,23,20,0x20250014,70,尼斯,71,尼姆,0,0
2913,2913,2022,5,23,21,0x20250014,76,雷恩,69,南特,0,0
2914,2914,2021,8,22,20,0x60000051,63,第戎,75,朗斯,11,11
2915,2915,2021,8,22,19,0x60000051,285,尚布利,298,图卢兹,11,11
2916,2916,2021,8,22,19,0x60000051,288,敦刻尔克,299,特鲁瓦,11,11
2917,2917,2021,8,22,19,0x60000051,287,克莱蒙,284,卡昂,11,11
2918,2918,2021,8,22,20,0x60000051,297,索肖,290,甘冈,11,11
2919,2919,2021,8,22,20,0x60000051,295,波城,286,沙托鲁,11,11
2920,2920,2021,8,22,19,0x60000051,292,南锡,282,亚眠,11,11
2921,2921,2021,8,22,19,0x60000051,294,巴黎FC,289,格勒诺布尔,11,11
2922,2922,2021,8,22,19,0x60000051,300,瓦朗谢讷,283,欧塞尔,11,11
2923,2923,2021,8,22,19,0x60000051,296,罗德兹,291,勒阿弗尔,11,11
2924,2924,2021,9,19,19,0x60010051,298,图卢兹,63,第戎,11,11
2925,2925,2021,9,19,19,0x60010051,75,朗斯,296,罗德兹,11,11
2926,2926,2021,9,19,20,0x60010051,299,特鲁瓦,285,尚布利,11,11
2927,2927,2021,9,19,19,0x60010051,284,卡昂,288,敦刻尔克,11,11
2928,2928,2021,9,19,19,0x60010051,290,甘冈,287,克莱蒙,11,11
2929,2929,2021,9,19,19,0x60010051,286,沙托鲁,297,索肖,11,11
2930,2930,2021,9,19,20,0x60010051,282,亚眠,295,波城,11,11
2931,2931,2021,9,19,20,0x60010051,289,格勒诺布尔,292,南锡,11,11
2932,2932,2021,9,19,19,0x60010051,283,欧塞尔,294,巴黎FC,11,11
2933,2933,2021,9,19,19,0x60010051,291,勒阿弗尔,300,瓦朗谢讷,11,11
2934,2934,2021,9,26,19,0x60020051,63,第戎,299,特鲁瓦,11,11
2935,2935,2021,9,26,20,0x60020051,75,朗斯,298,图卢兹,11,11
2936,2936,2021,9,26,20,0x60020051,285,尚布利,284,卡昂,11,11
2937,2937,2021,9,26,20,0x60020051,288,敦刻尔克,290,甘冈,11,11
2938,2938,2021,9,26,20,0x60020051,287,克莱蒙,286,沙托鲁,11,11
2939,2939,2021,9,26,20,0x60020051,297,索肖,282,亚眠,11,11
2940,2940,2021,9,26,19,0x60020051,295,波城,289,格勒诺布尔,11,11
