seq,year,month,day,round
1248,2020,11,18,21
1249,2020,11,18,21
1250,2020,11,21,20
1251,2020,11,21,20
1252,2020,11,21,16
1253,2020,11,21,21
1254,2020,11,21,21
1255,2020,11,21,21
1256,2020,11,21,14
1257,2020,11,21,20
1258,2020,11,21,20
1259,2020,11,21,16
1260,2020,11,28,19
1261,2020,11,28,21
1262,2020,11,28,20
1263,2020,11,28,19
1264,2020,11,28,19
1265,2020,11,28,21
1266,2020,11,28,19
1267,2020,11,28,15
1268,2020,11,28,20
1269,2020,11,28,21
1270,2020,12,2,14
1271,2020,12,2,19
1272,2020,12,2,15
1273,2020,12,2,19
1274,2020,12,2,19
1275,2020,12,2,14
1276,2020,12,2,19
1277,2020,12,2,15
1278,2020,12,2,19
1279,2020,12,2,19
1280,2020,12,5,20
1281,2020,12,5,15
1282,2020,12,5,21
1283,2020,12,5,19
1284,2020,12,5,21
1285,2020,12,5,21
1286,2020,12,5,19
1287,2020,12,5,16
1288,2020,12,5,19
1289,2020,12,5,19
1290,2020,12,12,19
1291,2020,12,12,21
1292,2020,12,12,15
1293,2020,12,12,19
1294,2020,12,12,20
1295,2020,12,12,21
1296,2020,12,12,21
1297,2020,12,12,19
1298,2020,12,12,21
1299,2020,12,12,19
1300,2020,12,23,15
1301,2020,12,23,19
1302,2020,12,23,20
1303,2020,12,23,21
1304,2020,12,23,21
1305,2020,12,23,21
1306,2020,12,23,20
1307,2020,12,23,16
1308,2020,12,23,19
1309,2020,12,23,16
1310,2020,12,26,21
1311,2020,12,26,15
1312,2020,12,26,14
1313,2020,12,26,19
1314,2020,12,26,16
1315,2020,12,26,19
1316,2020,12,26,20
1317,2020,12,26,21
1318,2020,12,26,20
1319,2020,12,26,21
1320,2020,12,30,16
1321,2020,12,30,19
1322,2020,12,30,14
1323,2020,12,30,14
1324,2020,12,30,19
1325,2020,12,30,19
1326,2020,12,30,19
1327,2020,12,30,21
1328,2020,12,30,20
1329,2020,12,30,15
1330,2021,1,3,16
1331,2021,1,3,21
1332,2021,1,3,19
1333,2021,1,3,19
1334,2021,1,3,21
1335,2021,1,3,20
1336,2021,1,3,21
1337,2021,1,3,20
1338,2021,1,3,16
1339,2021,1,3,15
1340,2021,1,14,21
1341,2021,1,14,16
1342,2021,1,14,16
1343,2021,1,14,21
1344,2021,1,14,21
1345,2021,1,14,20
1346,2021,1,14,19
1347,2021,1,14,21
1348,2021,1,14,16
1349,2021,1,14,20
1350,2021,1,17,19
1351,2021,1,17,19
1352,2021,1,17,19
1353,2021,1,17,20
1354,2021,1,17,14
1355,2021,1,17,14
1356,2021,1,17,20
1357,2021,1,17,21
1358,2021,1,17,20
1359,2021,1,17,21
1360,2021,1,21,20
1361,2021,1,21,15
1362,2021,1,21,15
1363,2021,1,21,15
1364,2021,1,21,16
1365,2021,1,21,20
1366,2021,1,21,15
1367,2021,1,21,19
1368,2021,1,21,19
1369,2021,1,21,21
1370,2021,1,24,14
1371,2021,1,24,15
1372,2021,1,24,21
1373,2021,1,24,19
1374,2021,1,24,21
1375,2021,1,24,20
1376,2021,1,24,20
1377,2021,1,24,19
1378,2021,1,24,14
1379,2021,1,24,14
1380,2021,2,1,14
1381,2021,2,1,19
1382,2021,2,1,14
1383,2021,2,1,19
1384,2021,2,1,20
1385,2021,2,1,21
1386,2021,2,1,20
1387,2021,2,1,19
1388,2021,2,1,20
1389,2021,2,1,15
1390,2021,2,4,14
1391,2021,2,4,14
1392,2021,2,4,20
1393,2021,2,4,21
1394,2021,2,4,19
1395,2021,2,4,16
1396,2021,2,4,21
1397,2021,2,4,19
1398,2021,2,4,21
1399,2021,2,4,16
1400,2021,2,7,21
1401,2021,2,7,16
1402,2021,2,7,21
1403,2021,2,7,21
1404,2021,2,7,16
1405,2021,2,7,19
1406,2021,2,7,19
1407,2021,2,7,19
1408,2021,2,7,15
1409,2021,2,7,16
1410,2021,2,21,21
1411,2021,2,21,20
1412,2021,2,21,21
1413,2021,2,21,16
1414,2021,2,21,21
1415,2021,2,21,19
1416,2021,2,21,21
1417,2021,2,21,21
1418,2021,2,21,14
1419,2021,2,21,20
1420,2021,2,28,19
1421,2021,2,28,21
1422,2021,2,28,14
1423,2021,2,28,19
1424,2021,2,28,19
1425,2021,2,28,20
1426,2021,2,28,20
1427,2021,2,28,19
1428,2021,2,28,20
1429,2021,2,28,20
1430,2021,3,7,19
1431,2021,3,7,20
1432,2021,3,7,19
1433,2021,3,7,19
1434,2021,3,7,14
1435,2021,3,7,21
1436,2021,3,7,21
1437,2021,3,7,20
1438,2021,3,7,21
1439,2021,3,7,20
1440,2021,3,14,19
1441,2021,3,14,16
1442,2021,3,14,14
1443,2021,3,14,20
1444,2021,3,14,20
1445,2021,3,14,20
1446,2021,3,14,19
1447,2021,3,14,20
1448,2021,3,14,19
1449,2021,3,14,19
1450,2021,3,21,15
1451,2021,3,21,19
1452,2021,3,21,19
1453,2021,3,21,14
1454,2021,3,21,15
1455,2021,3,21,21
1456,2021,3,21,19
1457,2021,3,21,14
1458,2021,3,21,19
1459,2021,3,21,20
1460,2021,4,11,19
1461,2021,4,11,20
1462,2021,4,11,21
1463,2021,4,11,19
1464,2021,4,11,21
1465,2021,4,11,19
1466,2021,4,11,16
1467,2021,4,11,16
1468,2021,4,11,16
1469,2021,4,11,15
1470,2021,4,18,21
1471,2021,4,18,19
1472,2021,4,18,21
1473,2021,4,18,20
1474,2021,4,18,16
1475,2021,4,18,20
1476,2021,4,18,21
1477,2021,4,18,20
1478,2021,4,18,20
1479,2021,4,18,21
1480,2021,4,25,21
1481,2021,4,25,20
1482,2021,4,25,20
1483,2021,4,25,15
1484,2021,4,25,20
1485,2021,4,25,19
1486,2021,4,25,21
1487,2021,4,25,19
1488,2021,4,25,20
1489,2021,4,25,19
1490,2021,5,2,16
1491,2021,5,2,21
1492,2021,5,2,20
1493,2021,5,2,20
1494,2021,5,2,20
1495,2021,5,2,20
1496,2021,5,2,19
1497,2021,5,2,20
1498,2021,5,2,21
1499,2021,5,2,20
1500,2021,5,9,20
1501,2021,5,9,21
1502,2021,5,9,20
1503,2021,5,9,16
1504,2021,5,9,20
1505,2021,5,9,19
1506,2021,5,9,19
1507,2021,5,9,19
1508,2021,5,9,20
1509,2021,5,9,20
1510,2021,5,23,14
1511,2021,5,23,19
1512,2021,5,23,21
1513,2021,5,23,19
1514,2021,5,23,19
1515,2021,5,23,21
1516,2021,5,23,14
1517,2021,5,23,19
1518,2021,5,23,21
1519,2021,5,23,16
1520,2020,8,22,19
1521,2020,8,22,12
1522,2020,8,22,18
1523,2020,8,22,19
1524,2020,8,22,15
1525,2020,8,22,12
1526,2020,8,22,18
1527,2020,8,22,18
1528,2020,8,22,19
1529,2020,8,29,17
1530,2020,8,29,17
1531,2020,8,29,11
1532,2020,8,29,20
1533,2020,8,29,19
1534,2020,8,29,18
1535,2020,8,29,16
1536,2020,8,29,16
1537,2020,8,29,12
1538,2020,9,19,20
1539,2020,9,19,16
1540,2020,9,19,15
1541,2020,9,19,18
1542,2020,9,19,19
1543,2020,9,19,18
1544,2020,9,19,17
1545,2020,9,19,16
1546,2020,9,19,12
1547,2020,9,23,16
1548,2020,9,23,19
1549,2020,9,23,13
1550,2020,9,23,17
1551,2020,9,23,12
1552,2020,9,23,14
1553,2020,9,23,21
1554,2020,9,23,21
1555,2020,9,23,12
1556,2020,9,26,16
1557,2020,9,26,14
1558,2020,9,26,13
1559,2020,9,26,21
1560,2020,9,26,18
1561,2020,9,26,12
1562,2020,9,26,12
1563,2020,9,26,13
1564,2020,9,26,21
1565,2020,10,3,17
1566,2020,10,3,20
1567,2020,10,3,16
1568,2020,10,3,13
1569,2020,10,3,11
1570,2020,10,3,20
1571,2020,10,3,13
1572,2020,10,3,17
1573,2020,10,3,12
1574,2020,10,24,11
1575,2020,10,24,11
1576,2020,10,24,18
1577,2020,10,24,14
1578,2020,10,24,16
1579,2020,10,24,21
1580,2020,10,24,12
1581,2020,10,24,12
1582,2020,10,24,21
1583,2020,10,31,16
1584,2020,10,31,21
1585,2020,10,31,12
1586,2020,10,31,12
1587,2020,10,31,17
1588,2020,10,31,15
1589,2020,10,31,18
1590,2020,10,31,21
1591,2020,10,31,19
1592,2020,11,7,19
1593,2020,11,7,19
1594,2020,11,7,14
1595,2020,11,7,21
1596,2020,11,7,13
1597,2020,11,7,19
1598,2020,11,7,19
1599,2020,11,7,20
1600,2020,11,7,20
1601,2020,11,18,18
1602,2020,11,18,12
1603,2020,11,18,11
1604,2020,11,18,12
1605,2020,11,18,14
1606,2020,11,18,18
1607,2020,11,18,14
1608,2020,11,18,15
1609,2020,11,18,20
1610,2020,11,21,20
1611,2020,11,21,19
1612,2020,11,21,14
1613,2020,11,21,15
1614,2020,11,21,13
1615,2020,11,21,12
1616,2020,11,21,14
1617,2020,11,21,12
1618,2020,11,21,17
1619,2020,11,28,20
1620,2020,11,28,18
1621,2020,11,28,20
1622,2020,11,28,19
1623,2020,11,28,14
1624,2020,11,28,19
1625,2020,11,28,21
1626,2020,11,28,14
1627,2020,11,28,11
1628,2020,12,5,20
1629,2020,12,5,18
1630,2020,12,5,15
1631,2020,12,5,19
1632,2020,12,5,12
1633,2020,12,5,20
1634,2020,12,5,20
1635,2020,12,5,17
1636,2020,12,5,12
1637,2020,12,12,12
1638,2020,12,12,19
1639,2020,12,12,19
1640,2020,12,12,21
1641,2020,12,12,18
1642,2020,12,12,15
1643,2020,12,12,13
1644,2020,12,12,21
1645,2020,12,12,12
1646,2020,12,23,18
1647,2020,12,23,20
1648,2020,12,23,14
1649,2020,12,23,20
1650,2020,12,23,13
1651,2020,12,23,19
1652,2020,12,23,14
1653,2020,12,23,17
1654,2020,12,23,21
1655,2020,12,26,16
1656,2020,12,26,14
1657,2020,12,26,17
1658,2020,12,26,13
1659,2020,12,26,21
1660,2020,12,26,20
1661,2020,12,26,13
1662,2020,12,26,17
1663,2020,12,26,21
1664,2021,1,3,21
1665,2021,1,3,16
1666,2021,1,3,19
1667,2021,1,3,16
1668,2021,1,3,17
1669,2021,1,3,17
1670,2021,1,3,17
1671,2021,1,3,18
1672,2021,1,3,20
1673,2021,1,17,18
1674,2021,1,17,17
1675,2021,1,17,18
1676,2021,1,17,11
1677,2021,1,17,14
1678,2021,1,17,17
1679,2021,1,17,18
1680,2021,1,17,20
1681,2021,1,17,21
1682,2021,1,21,16
1683,2021,1,21,21
1684,2021,1,21,16
1685,2021,1,21,20
1686,2021,1,21,15
1687,2021,1,21,20
1688,2021,1,21,20
1689,2021,1,21,19
1690,2021,1,21,17
1691,2021,1,24,20
1692,2021,1,24,19
1693,2021,1,24,21
1694,2021,1,24,14
1695,2021,1,24,16
1696,2021,1,24,16
1697,2021,1,24,11
1698,2021,1,24,17
1699,2021,1,24,21
1700,2021,2,1,13
1701,2021,2,1,12
1702,2021,2,1,20
1703,2021,2,1,15
1704,2021,2,1,19
1705,2021,2,1,19
1706,2021,2,1,16
1707,2021,2,1,15
1708,2021,2,1,16
1709,2021,2,4,15
1710,2021,2,4,11
1711,2021,2,4,13
1712,2021,2,4,18
1713,2021,2,4,20
1714,2021,2,4,19
1715,2021,2,4,12
1716,2021,2,4,21
1717,2021,2,4,20
1718,2021,2,7,11
1719,2021,2,7,19
1720,2021,2,7,17
1721,2021,2,7,17
1722,2021,2,7,21
1723,2021,2,7,16
1724,2021,2,7,11
1725,2021,2,7,19
1726,2021,2,7,21
1727,2021,2,21,13
1728,2021,2,21,15
1729,2021,2,21,21
1730,2021,2,21,20
1731,2021,2,21,14
1732,2021,2,21,21
1733,2021,2,21,11
1734,2021,2,21,20
1735,2021,2,21,18
1736,2021,2,28,17
1737,2021,2,28,18
1738,2021,2,28,19
1739,2021,2,28,11
1740,2021,2,28,13
1741,2021,2,28,17
1742,2021,2,28,17
1743,2021,2,28,11
1744,2021,2,28,11
1745,2021,3,7,11
1746,2021,3,7,19
1747,2021,3,7,15
1748,2021,3,7,19
1749,2021,3,7,12
1750,2021,3,7,19
1751,2021,3,7,18
1752,2021,3,7,19
1753,2021,3,7,14
1754,2021,3,14,15
1755,2021,3,14,21
1756,2021,3,14,17
1757,2021,3,14,17
1758,2021,3,14,17
1759,2021,3,14,11
1760,2021,3,14,12
1761,2021,3,14,21
1762,2021,3,14,21
1763,2021,3,21,16
1764,2021,3,21,18
1765,2021,3,21,18
1766,2021,3,21,18
1767,2021,3,21,17
1768,2021,3,21,13
1769,2021,3,21,18
1770,2021,3,21,20
1771,2021,3,21,21
1772,2021,4,11,17
1773,2021,4,11,21
1774,2021,4,11,19
1775,2021,4,11,19
1776,2021,4,11,21
1777,2021,4,11,20
1778,2021,4,11,21
1779,2021,4,11,17
1780,2021,4,11,18
1781,2021,4,18,18
1782,2021,4,18,19
1783,2021,4,18,14
1784,2021,4,18,12
1785,2021,4,18,17
1786,2021,4,18,17
1787,2021,4,18,17
1788,2021,4,18,18
1789,2021,4,18,16
1790,2021,4,25,17
1791,2021,4,25,18
1792,2021,4,25,11
1793,2021,4,25,19
1794,2021,4,25,18
1795,2021,4,25,20
1796,2021,4,25,14
1797,2021,4,25,13
1798,2021,4,25,13
1799,2021,5,2,19
1800,2021,5,2,21
1801,2021,5,2,19
1802,2021,5,2,11
1803,2021,5,2,20
1804,2021,5,2,21
1805,2021,5,2,15
1806,2021,5,2,14
1807,2021,5,2,11
1808,2021,5,9,15
1809,2021,5,9,16
1810,2021,5,9,19
1811,2021,5,9,18
1812,2021,5,9,16
1813,2021,5,9,21
1814,2021,5,9,12
1815,2021,5,9,19
1816,2021,5,9,21
1817,2021,5,23,13
1818,2021,5,23,13
1819,2021,5,23,17
1820,2021,5,23,19
1821,2021,5,23,15
1822,2021,5,23,21
1823,2021,5,23,20
1824,2021,5,23,15
1825,2021,5,23,12
1826,2020,8,22,20
1827,2020,8,22,17
1828,2020,8,22,18
1829,2020,8,22,17
1830,2020,8,22,16
1831,2020,8,22,17
1832,2020,8,22,20
1833,2020,8,22,16
1834,2020,8,22,21
1835,2020,8,29,21
1836,2020,8,29,21
1837,2020,8,29,16
1838,2020,8,29,19
1839,2020,8,29,15
1840,2020,8,29,16
1841,2020,8,29,16
1842,2020,8,29,16
1843,2020,8,29,21
1844,2020,9,19,21
1845,2020,9,19,17
1846,2020,9,19,21
1847,2020,9,19,18
1848,2020,9,19,19
1849,2020,9,19,18
1850,2020,9,19,20
1851,2020,9,19,15
1852,2020,9,19,20
1853,2020,9,23,15
1854,2020,9,23,19
1855,2020,9,23,16
1856,2020,9,23,15
1857,2020,9,23,19
1858,2020,9,23,19
1859,2020,9,23,20
1860,2020,9,23,21
1861,2020,9,23,21
1862,2020,9,26,15
1863,2020,9,26,21
1864,2020,9,26,18
1865,2020,9,26,18
1866,2020,9,26,17
1867,2020,9,26,16
1868,2020,9,26,16
1869,2020,9,26,17
1870,2020,9,26,15
1871,2020,10,3,21
1872,2020,10,3,15
1873,2020,10,3,19
1874,2020,10,3,16
1875,2020,10,3,18
1876,2020,10,3,20
1877,2020,10,3,17
1878,2020,10,3,21
1879,2020,10,3,17
1880,2020,10,24,16
1881,2020,10,24,20
1882,2020,10,24,15
1883,2020,10,24,19
1884,2020,10,24,20
1885,2020,10,24,17
1886,2020,10,24,20
1887,2020,10,24,20
1888,2020,10,24,21
1889,2020,10,31,18
1890,2020,10,31,18
1891,2020,10,31,21
1892,2020,10,31,18
1893,2020,10,31,16
1894,2020,10,31,21
1895,2020,10,31,21
1896,2020,10,31,18
1897,2020,10,31,18
1898,2020,11,7,15
1899,2020,11,7,15
1900,2020,11,7,15
1901,2020,11,7,20
1902,2020,11,7,17
1903,2020,11,7,20
1904,2020,11,7,15
1905,2020,11,7,20
1906,2020,11,7,17
1907,2020,11,18,16
1908,2020,11,18,21
1909,2020,11,18,20
1910,2020,11,18,15
1911,2020,11,18,16
1912,2020,11,18,16
1913,2020,11,18,16
1914,2020,11,18,21
1915,2020,11,18,21
1916,2020,11,21,15
1917,2020,11,21,15
1918,2020,11,21,19
1919,2020,11,21,16
1920,2020,11,21,16
1921,2020,11,21,15
1922,2020,11,21,15
1923,2020,11,21,16
1924,2020,11,21,15
1925,2020,11,28,16
1926,2020,11,28,20
1927,2020,11,28,16
1928,2020,11,28,15
1929,2020,11,28,21
1930,2020,11,28,15
1931,2020,11,28,19
1932,2020,11,28,19
1933,2020,11,28,16
1934,2020,12,5,17
1935,2020,12,5,18
1936,2020,12,5,15
1937,2020,12,5,16
1938,2020,12,5,20
1939,2020,12,5,15
1940,2020,12,5,19
1941,2020,12,5,19
1942,2020,12,5,18
1943,2020,12,12,15
1944,2020,12,12,16
1945,2020,12,12,18
1946,2020,12,12,17
1947,2020,12,12,19
1948,2020,12,12,19
1949,2020,12,12,21
1950,2020,12,12,21
1951,2020,12,12,15
1952,2020,12,23,16
1953,2020,12,23,18
1954,2020,12,23,15
1955,2020,12,23,21
1956,2020,12,23,19
1957,2020,12,23,17
1958,2020,12,23,15
1959,2020,12,23,16
1960,2020,12,23,19
1961,2020,12,26,16
1962,2020,12,26,15
1963,2020,12,26,20
1964,2020,12,26,19
1965,2020,12,26,21
1966,2020,12,26,15
1967,2020,12,26,16
1968,2020,12,26,18
1969,2020,12,26,20
1970,2021,1,3,17
1971,2021,1,3,16
1972,2021,1,3,16
1973,2021,1,3,15
1974,2021,1,3,18
1975,2021,1,3,16
1976,2021,1,3,18
1977,2021,1,3,19
1978,2021,1,3,15
1979,2021,1,17,18
1980,2021,1,17,17
1981,2021,1,17,17
1982,2021,1,17,18
1983,2021,1,17,15
1984,2021,1,17,18
1985,2021,1,17,21
1986,2021,1,17,16
1987,2021,1,17,17
1988,2021,1,21,17
1989,2021,1,21,18
1990,2021,1,21,18
1991,2021,1,21,16
1992,2021,1,21,20
1993,2021,1,21,19
1994,2021,1,21,18
1995,2021,1,21,18
1996,2021,1,21,19
1997,2021,1,24,19
1998,2021,1,24,15
1999,2021,1,24,18
2000,2021,1,24,17
2001,2021,1,24,20
2002,2021,1,24,16
2003,2021,1,24,17
2004,2021,1,24,19
2005,2021,1,24,18
2006,2021,2,1,21
2007,2021,2,1,17
2008,2021,2,1,17
2009,2021,2,1,16
2010,2021,2,1,17
2011,2021,2,1,19
2012,2021,2,1,19
2013,2021,2,1,19
2014,2021,2,1,15
2015,2021,2,4,18
2016,2021,2,4,20
2017,2021,2,4,17
2018,2021,2,4,20
2019,2021,2,4,21
2020,2021,2,4,20
2021,2021,2,4,18
2022,2021,2,4,20
2023,2021,2,4,21
2024,2021,2,7,21
2025,2021,2,7,18
2026,2021,2,7,20
2027,2021,2,7,16
2028,2021,2,7,15
2029,2021,2,7,18
2030,2021,2,7,17
2031,2021,2,7,17
2032,2021,2,7,19
2033,2021,2,21,16
2034,2021,2,21,17
2035,2021,2,21,18
2036,2021,2,21,21
2037,2021,2,21,15
2038,2021,2,21,15
2039,2021,2,21,15
2040,2021,2,21,19
2041,2021,2,21,15
2042,2021,2,28,16
2043,2021,2,28,21
2044,2021,2,28,15
2045,2021,2,28,21
2046,2021,2,28,17
2047,2021,2,28,15
2048,2021,2,28,16
2049,2021,2,28,20
2050,2021,2,28,21
2051,2021,3,7,17
2052,2021,3,7,17
2053,2021,3,7,17
2054,2021,3,7,15
2055,2021,3,7,16
2056,2021,3,7,15
2057,2021,3,7,18
2058,2021,3,7,15
2059,2021,3,7,21
2060,2021,3,14,18
2061,2021,3,14,17
2062,2021,3,14,18
2063,2021,3,14,21
2064,2021,3,14,19
2065,2021,3,14,21
2066,2021,3,14,18
2067,2021,3,14,20
2068,2021,3,14,17
2069,2021,3,21,20
2070,2021,3,21,21
2071,2021,3,21,15
2072,2021,3,21,20
2073,2021,3,21,21
2074,2021,3,21,18
2075,2021,3,21,16
2076,2021,3,21,20
2077,2021,3,21,20
2078,2021,4,11,20
2079,2021,4,11,20
2080,2021,4,11,17
2081,2021,4,11,20
2082,2021,4,11,16
2083,2021,4,11,21
2084,2021,4,11,16
2085,2021,4,11,21
2086,2021,4,11,15
2087,2021,4,18,16
2088,2021,4,18,17
2089,2021,4,18,19
2090,2021,4,18,15
2091,2021,4,18,16
2092,2021,4,18,18
2093,2021,4,18,20
2094,2021,4,18,15
2095,2021,4,18,17
2096,2021,4,25,17
2097,2021,4,25,21
2098,2021,4,25,15
2099,2021,4,25,21
2100,2021,4,25,19
2101,2021,4,25,20
2102,2021,4,25,16
2103,2021,4,25,16
2104,2021,4,25,19
2105,2021,5,2,17
2106,2021,5,2,20
2107,2021,5,2,15
2108,2021,5,2,20
2109,2021,5,2,15
2110,2021,5,2,19
2111,2021,5,2,18
2112,2021,5,2,18
2113,2021,5,2,18
2114,2021,5,9,18
2115,2021,5,9,17
2116,2021,5,9,17
2117,2021,5,9,16
2118,2021,5,9,19
2119,2021,5,9,20
2120,2021,5,9,15
2121,2021,5,9,15
2122,2021,5,9,20
2123,2021,5,23,18
2124,2021,5,23,15
2125,2021,5,23,17
2126,2021,5,23,19
2127,2021,5,23,21
2128,2021,5,23,18
2129,2021,5,23,15
2130,2021,5,23,18
2131,2021,5,23,18
2132,2020,8,22,17
2133,2020,8,22,18
2134,2020,8,22,17
2135,2020,8,22,11
2136,2020,8,22,19
2137,2020,8,22,20
2138,2020,8,22,20
2139,2020,8,22,20
2140,2020,8,22,20
2141,2020,8,22,17
2142,2020,8,29,19
2143,2020,8,29,11
2144,2020,8,29,16
2145,2020,8,29,13
2146,2020,8,29,14
2147,2020,8,29,18
2148,2020,8,29,14
2149,2020,8,29,20
2150,2020,8,29,14
2151,2020,8,29,18
2152,2020,9,19,18
2153,2020,9,19,11
2154,2020,9,19,12
2155,2020,9,19,11
2156,2020,9,19,20
2157,2020,9,19,13
2158,2020,9,19,13
2159,2020,9,19,16
2160,2020,9,19,17
2161,2020,9,19,17
2162,2020,9,23,21
2163,2020,9,23,20
2164,2020,9,23,18
2165,2020,9,23,21
2166,2020,9,23,19
2167,2020,9,23,19
2168,2020,9,23,20
2169,2020,9,23,15
2170,2020,9,23,14
2171,2020,9,23,17
2172,2020,9,26,13
2173,2020,9,26,19
2174,2020,9,26,21
2175,2020,9,26,21
2176,2020,9,26,17
2177,2020,9,26,12
2178,2020,9,26,21
2179,2020,9,26,18
2180,2020,9,26,12
2181,2020,9,26,14
2182,2020,10,3,19
2183,2020,10,3,15
2184,2020,10,3,21
2185,2020,10,3,18
2186,2020,10,3,15
2187,2020,10,3,21
2188,2020,10,3,16
2189,2020,10,3,12
2190,2020,10,3,21
2191,2020,10,3,13
2192,2020,10,24,14
2193,2020,10,24,20
2194,2020,10,24,21
2195,2020,10,24,19
2196,2020,10,24,16
2197,2020,10,24,16
2198,2020,10,24,15
2199,2020,10,24,19
2200,2020,10,24,12
2201,2020,10,24,17
2202,2020,10,28,18
2203,2020,10,28,17
2204,2020,10,28,15
2205,2020,10,28,18
2206,2020,10,28,21
2207,2020,10,28,17
2208,2020,10,28,19
2209,2020,10,28,11
2210,2020,10,28,13
2211,2020,10,28,19
2212,2020,10,31,14
2213,2020,10,31,13
2214,2020,10,31,19
2215,2020,10,31,21
2216,2020,10,31,17
2217,2020,10,31,19
2218,2020,10,31,20
2219,2020,10,31,21
2220,2020,10,31,17
2221,2020,10,31,14
2222,2020,11,7,20
2223,2020,11,7,21
2224,2020,11,7,20
2225,2020,11,7,12
2226,2020,11,7,14
2227,2020,11,7,21
2228,2020,11,7,17
2229,2020,11,7,17
2230,2020,11,7,12
2231,2020,11,7,18
2232,2020,11,18,19
2233,2020,11,18,15
2234,2020,11,18,17
2235,2020,11,18,13
2236,2020,11,18,18
2237,2020,11,18,13
2238,2020,11,18,16
2239,2020,11,18,19
2240,2020,11,18,13
2241,2020,11,18,20
2242,2020,11,21,21
2243,2020,11,21,12
2244,2020,11,21,17
2245,2020,11,21,12
2246,2020,11,21,11
2247,2020,11,21,13
2248,2020,11,21,21
2249,2020,11,21,17
2250,2020,11,21,14
2251,2020,11,21,19
2252,2020,11,28,13
2253,2020,11,28,12
2254,2020,11,28,16
2255,2020,11,28,12
2256,2020,11,28,17
2257,2020,11,28,21
2258,2020,11,28,20
2259,2020,11,28,11
2260,2020,11,28,13
2261,2020,11,28,12
2262,2020,12,2,14
2263,2020,12,2,12
2264,2020,12,2,16
2265,2020,12,2,15
2266,2020,12,2,16
2267,2020,12,2,15
2268,2020,12,2,13
2269,2020,12,2,15
2270,2020,12,2,11
2271,2020,12,2,21
2272,2020,12,5,21
2273,2020,12,5,21
2274,2020,12,5,11
2275,2020,12,5,16
2276,2020,12,5,19
2277,2020,12,5,14
2278,2020,12,5,11
2279,2020,12,5,14
2280,2020,12,5,14
2281,2020,12,5,15
2282,2020,12,12,14
2283,2020,12,12,18
2284,2020,12,12,17
2285,2020,12,12,21
2286,2020,12,12,11
2287,2020,12,12,13
2288,2020,12,12,11
2289,2020,12,12,17
2290,2020,12,12,12
2291,2020,12,12,11
2292,2020,12,23,15
2293,2020,12,23,21
2294,2020,12,23,20
2295,2020,12,23,19
2296,2020,12,23,16
2297,2020,12,23,18
2298,2020,12,23,20
2299,2020,12,23,11
2300,2020,12,23,16
2301,2020,12,23,21
2302,2020,12,26,13
2303,2020,12,26,15
2304,2020,12,26,12
2305,2020,12,26,17
2306,2020,12,26,14
2307,2020,12,26,15
2308,2020,12,26,16
2309,2020,12,26,11
2310,2020,12,26,19
2311,2020,12,26,14
2312,2020,12,30,20
2313,2020,12,30,20
2314,2020,12,30,16
2315,2020,12,30,17
2316,2020,12,30,12
2317,2020,12,30,18
2318,2020,12,30,19
2319,2020,12,30,18
2320,2020,12,30,18
2321,2020,12,30,18
2322,2021,1,3,14
2323,2021,1,3,15
2324,2021,1,3,18
2325,2021,1,3,20
2326,2021,1,3,12
2327,2021,1,3,16
2328,2021,1,3,21
2329,2021,1,3,19
2330,2021,1,3,19
2331,2021,1,3,15
2332,2021,1,14,20
2333,2021,1,14,11
2334,2021,1,14,18
2335,2021,1,14,15
2336,2021,1,14,12
2337,2021,1,14,12
2338,2021,1,14,14
2339,2021,1,14,18
2340,2021,1,14,21
2341,2021,1,14,14
2342,2021,1,17,18
2343,2021,1,17,19
2344,2021,1,17,14
2345,2021,1,17,13
2346,2021,1,17,18
2347,2021,1,17,21
2348,2021,1,17,18
2349,2021,1,17,12
2350,2021,1,17,14
2351,2021,1,17,12
2352,2021,1,21,19
2353,2021,1,21,18
2354,2021,1,21,11
2355,2021,1,21,13
2356,2021,1,21,21
2357,2021,1,21,16
2358,2021,1,21,13
2359,2021,1,21,17
2360,2021,1,21,17
2361,2021,1,21,17
2362,2021,1,24,16
2363,2021,1,24,19
2364,2021,1,24,12
2365,2021,1,24,15
2366,2021,1,24,19
2367,2021,1,24,19
2368,2021,1,24,13
2369,2021,1,24,17
2370,2021,1,24,20
2371,2021,1,24,11
2372,2021,2,1,12
2373,2021,2,1,21
2374,2021,2,1,18
2375,2021,2,1,18
2376,2021,2,1,15
2377,2021,2,1,19
2378,2021,2,1,14
2379,2021,2,1,18
2380,2021,2,1,12
2381,2021,2,1,20
2382,2021,2,4,12
2383,2021,2,4,16
2384,2021,2,4,16
2385,2021,2,4,19
2386,2021,2,4,20
2387,2021,2,4,12
2388,2021,2,4,21
2389,2021,2,4,20
2390,2021,2,4,17
2391,2021,2,4,19
2392,2021,2,7,16
2393,2021,2,7,16
2394,2021,2,7,18
2395,2021,2,7,11
2396,2021,2,7,12
2397,2021,2,7,21
2398,2021,2,7,20
2399,2021,2,7,19
2400,2021,2,7,12
2401,2021,2,7,12
2402,2021,2,21,21
2403,2021,2,21,20
2404,2021,2,21,19
2405,2021,2,21,11
2406,2021,2,21,18
2407,2021,2,21,16
2408,2021,2,21,20
2409,2021,2,21,13
2410,2021,2,21,17
2411,2021,2,21,13
2412,2021,2,28,15
