ml_idx,name_cn,abbr,stadium,budget_raw,budget_eur,ml_seq
559,首尔,SEO,,30000,3000000,559
560,水原三星,SSB,,30000,3000000,560
561,蔚山现代,ULS,,10000,1000000,561
562,吉达国民,AHL,,10000,1000000,562
563,利雅得新月,HIL,,100000,10000000,563
564,利雅得胜利,NSR,,50000,5000000,564
565,布赖代合作,TAA,,100000,10000000,565
566,艾因,AIN,,10000,1000000,566
567,阿布扎比统一,WAH,,50000,5000000,567
568,迪拜国民,AHD,,10000,1000000,568
569,沙迦,SHJ,,30000,3000000,569
570,塔什干棉农,PAK,,30000,3000000,570
571,北京人和,BJO,,10000,1000000,571
572,天津天海,TJY,,50000,5000000,572
573,卡克索卡沃伊,QXQ,,300000,30000000,573
574,奚方竞技,HPA,,0,0,574
575,欢乐号角,PSH,,0,0,575
576,丹麦,DEN,,0,0,576
577,乌克兰,UKR,,0,0,577
578,亚美尼亚,ARM,,0,0,578
579,以色列,ISR,,0,0,579
580,俄罗斯,RUS,,0,0,580
581,保加利亚,BUL,,0,0,581
582,克罗地亚,CRO,,0,0,582
583,冰岛,ISL,,0,0,583
584,列支敦士登,LIE,,0,0,584
585,匈牙利,HUN,,0,0,585
586,北爱尔兰,NIR,,0,0,586
587,北马其頓,MKD,,0,0,587
588,卢森堡,LUX,,0,0,588
589,哈萨克斯坦,KAZ,,0,0,589
590,土耳其,TUR,,0,0,590
591,圣马力诺,SMR,,0,0,591
592,塞尔维亚,SRB,,0,0,592
593,塞浦路斯,CYP,,0,0,593
594,奥地利,AUT,,0,0,594
595,威尔士,WAL,,0,0,595
596,安道尔,AND,,0,0,596
597,希腊,GRE,,0,0,597
598,德国,GER,,0,0,598
599,意大利,ITA,,0,0,599
600,拉脱维亚,LVA,,0,0,600
601,挪威,NOR,,0,0,601
602,捷克,CZE,,0,0,602
603,摩尔多瓦,MDA,,0,0,603
604,斯洛伐克,SVK,,0,0,604
605,斯洛文尼亚,SVN,,0,0,605
606,格鲁吉亚,GEO,,0,0,606
607,比利时,BEL,,0,0,607
608,法国,FRA,,0,0,608
609,法罗群岛,FRO,,0,0,609
610,波兰,POL,,0,0,610
611,波黑,BIH,,0,0,611
612,爱尔兰,IRL,,0,0,612
613,爱沙尼亚,EST,,0,0,613
614,瑞典,SWE,,0,0,614
615,瑞士,SUI,,0,0,615
616,白俄罗斯,BLR,,0,0,616
617,直布罗陀,GIB,,0,0,617
618,科索沃,KOS,,0,0,618
619,立陶宛,LTU,,0,0,619
620,罗马尼亚,ROU,,0,0,620
621,芬兰,FIN,,0,0,621
622,苏格兰,SCO,,0,0,622
623,英格兰,ENG,,0,0,623
624,荷兰,NED,,0,0,624
625,葡萄牙,POR,,0,0,625
626,西班牙,ESP,,0,0,626
627,阿塞拜疆,AZE,,0,0,627
628,阿尔巴尼亚,ALB,,0,0,628
629,马耳他,MLT,,0,0,629
630,黑山,MNE,,0,0,630
631,几内亚,GIN,,0,0,631
632,加纳,GHA,,0,0,632
633,南非,ZAF,,0,0,633
634,喀麦隆,CMR,,0,0,634
635,埃及,EGY,,0,0,635
636,塞内加尔,SEN,,0,0,636
637,尼日利亚,NGA,,0,0,682
638,布基纳法索,BFA,,0,0,638
639,摩洛哥,MAR,,0,0,639
640,科特迪瓦,CIV,,0,0,640
641,突尼斯,TUN,,0,0,641
642,赞比亚,ZMB,,0,0,642
643,阿尔及利亚,DZA,,0,0,643
644,马里,MLI,,0,0,644
645,哥斯达黎加,CRI,,0,0,645
646,墨西哥,MEX,,0,0,646
647,巴拿马,PAN,,0,0,647
648,洪都拉斯,HND,,0,0,648
649,牙买加,JAM,,0,0,649
650,美国,USA,,0,0,650
651,乌拉圭,URY,,0,0,651
652,厄瓜多尔,ECU,,0,0,652
653,哥伦比亚,COL,,0,0,653
654,委内瑞拉,VEN,,0,0,654
655,巴拉圭,PRY,,0,0,655
656,巴西,BRA,,0,0,656
657,智利,CHL,,0,0,657
658,玻利维亚,BOL,,0,0,658
659,秘鲁,PER,,0,0,659
660,阿根廷,ARG,,0,0,660
661,中国,CHN,,0,0,661
662,乌兹别克斯坦,UZB,,0,0,662
663,伊拉克,IRQ,,0,0,663
664,伊朗,IRN,,0,0,664
665,卡塔尔,QAT,,0,0,665
666,新西兰,NZL,,0,0,666
667,日本,JPN,,0,0,667
668,朝鲜,PRK,,0,0,668
669,沙特阿拉伯,SAU,,0,0,669
670,泰国,THA,,0,0,670
671,澳大利亚,AUS,,0,0,671
672,科威特,KWT,,0,0,672
673,约旦,JOR,,0,0,673
674,阿曼,OMN,,0,0,674
675,阿联酋,ARE,,0,0,675
676,韩国,KOR,,0,0,676
677,黎巴嫩,LBN,,0,0,677
678,退役球员,TOB,,0,0,678
679,世界明星,WOS,,0,0,679
680,,,,0,0,680
681,,,,0,0,0
682,,,,0,0,0
683,,,,0,0,0
684,,,,0,0,0
685,,,,0,0,0
686,,,,0,0,0
687,,,,0,0,0
688,,,,0,0,0
689,,,,0,0,0
690,,,,0,0,0
691,,,,0,0,0
692,,,,0,0,0
693,,,,0,0,0
694,,,,0,0,0
695,,,,0,0,0
696,,,,0,0,0
697,,,,0,0,0
698,,,,0,0,0
699,,,,0,0,0
